TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel,Target
1248.88,0,5,4,2,-0.7,7,0.09,2,0
940.47,0,4,4,3,-0.09,7,0.33,1,0
1383.62,0,1,6,0,-1.17,5,0.9,1,0
59.67,1,5,4,1,0.32,5,0.57,0,1
72.87,1,7,1,0,-0.79,1,0.67,1,1
0.01,3,0,1,2,1.67,8,0.47,1,1
329.44,3,4,4,2,-0.42,2,0.55,3,1
5.9,2,1,2,1,-0.5,18,0.98,2,1
160.34,1,2,5,2,-0.12,9,0.28,0,1
51.67,2,7,2,2,0.14,8,0.82,1,1
288.59,3,3,5,1,0.54,17,0.64,3,1
311.64,3,7,6,3,-0.83,14,0.08,3,1
1391.47,0,7,6,1,1.44,9,0.1,3,0
13.1,2,3,7,0,-0.54,16,0.62,3,1
124.55,3,5,6,0,1.37,15,0.36,3,1
1052.25,0,7,3,1,-0.6,8,0.95,2,0
51.14,2,3,6,2,1.5,11,0.84,3,1
135.84,1,1,0,1,-0.44,17,0.03,0,1
21.08,2,7,2,2,-0.5,11,0.83,2,1
157.55,3,1,3,0,-1.49,20,0.17,1,1
224.34,3,3,5,3,-1.58,18,0.34,2,1
1604.54,0,7,5,0,0.07,10,0.52,1,0
0.01,3,6,1,1,-0.61,13,0.01,2,1
266.05,3,1,1,1,-0.92,1,0.33,1,1
1374.64,0,2,4,1,-0.68,5,0.48,2,0
430.18,0,3,1,1,-0.11,4,0.93,2,0
319.36,3,0,1,1,0.43,16,0.77,0,1
33.16,2,2,6,2,0.91,12,0.59,3,1
1315.08,0,5,4,3,-0.67,12,0.78,1,0
31.2,3,2,0,1,0.01,16,0.91,1,1
24.4,1,7,7,1,-0.41,9,0.29,2,1
6.38,2,4,2,2,-0.61,18,0.21,1,1
64.8,1,3,6,0,-0.82,14,0.01,2,1
1092.37,0,2,3,3,0.0,10,0.39,3,0
0.01,0,6,0,2,-0.14,6,0.93,1,1
4.44,2,5,6,1,-1.22,16,1.0,1,1
105.45,1,4,3,2,-1.57,19,0.25,2,1
36.29,2,4,3,1,-0.96,18,0.02,0,1
117.28,3,4,5,2,0.2,15,0.07,1,1
1034.33,0,6,0,2,0.29,8,0.29,2,0
226.84,3,5,0,1,-0.05,4,0.57,0,1
30.63,2,4,6,0,1.11,7,0.15,3,1
1099.2,0,2,3,0,0.67,12,0.04,2,0
6.54,1,7,2,0,0.18,1,0.61,3,1
258.6,3,5,4,2,-2.78,16,0.31,2,1
307.63,3,7,6,0,-0.77,12,0.23,1,1
232.1,1,3,3,2,0.84,9,0.85,0,1
145.23,2,4,1,3,1.14,6,0.23,0,1
1145.74,0,1,5,2,-0.66,9,0.3,3,0
993.82,0,5,5,3,0.39,7,0.98,3,0
12.76,2,2,0,2,1.48,1,0.17,2,1
648.63,0,1,1,0,-0.21,5,0.63,2,0
47.9,2,3,4,2,-1.85,9,0.16,1,1
95.93,3,3,7,1,-0.9,1,0.87,2,1
1716.29,0,2,5,0,0.28,9,0.77,0,0
164.24,1,4,7,3,0.2,13,0.85,2,1
30.77,2,4,7,3,-0.58,10,0.62,0,1
212.36,3,7,1,0,-0.81,18,0.36,1,1
36.03,2,3,6,3,-0.54,4,0.15,1,1
48.45,2,0,5,0,0.02,13,0.71,3,1
364.2,3,2,0,3,0.39,13,0.84,0,1
674.7,0,3,0,1,1.31,7,0.05,1,0
36.82,2,4,2,3,-0.77,19,0.13,3,1
99.28,1,6,1,0,-1.33,5,0.96,3,1
17.15,2,4,1,1,3.96,1,0.39,3,1
26.97,2,6,1,0,1.05,10,0.99,3,1
4.66,2,0,2,3,-2.14,16,0.05,2,1
61.38,2,2,4,2,1.82,4,0.98,0,1
459.11,3,1,1,3,0.43,1,0.42,3,1
39.29,1,1,0,0,0.23,11,0.25,0,1
308.37,1,3,7,1,0.83,16,0.88,2,1
11.66,1,4,5,2,-2.8,6,0.23,3,1
36.18,2,6,2,2,2.19,14,0.75,1,1
4.16,3,6,2,3,1.1,2,0.24,2,1
262.38,3,6,0,0,-2.19,3,0.59,3,1
51.76,1,5,1,2,-1.82,12,0.83,3,1
323.03,3,6,2,2,0.86,18,0.01,1,1
26.36,2,0,2,3,2.14,1,0.66,0,1
30.37,2,5,1,0,-0.29,3,0.37,2,1
1756.66,0,4,3,3,-1.6,16,0.56,3,0
470.32,3,1,3,3,1.32,16,0.83,3,1
47.78,1,2,1,2,0.53,5,0.23,3,1
1039.04,0,3,3,1,-0.25,1,0.4,3,0
18.11,2,5,1,0,0.45,20,0.9,3,1
770.98,0,2,6,1,0.13,6,0.32,2,0
259.53,3,6,0,0,0.76,9,0.44,3,1
643.96,3,3,4,2,-1.89,3,0.35,0,1
1336.85,0,1,1,1,-0.91,6,0.2,0,0
65.35,2,0,2,2,1.1,10,0.36,1,1
912.58,0,2,3,2,-0.26,5,0.7,3,0
849.84,0,0,4,1,-1.26,18,0.91,3,0
129.25,3,0,3,0,0.69,9,0.5,3,1
103.49,3,7,1,2,1.11,11,0.03,1,1
29.28,2,7,6,3,0.61,19,0.24,3,1
347.33,0,6,2,3,-0.91,5,0.39,2,0
1729.23,0,0,6,3,-0.7,17,0.44,2,0
20.88,2,3,4,3,-0.4,9,0.66,1,1
21.86,2,6,3,1,0.82,7,0.31,3,1
37.61,1,3,2,0,2.34,18,0.24,0,1
23.7,2,1,2,1,0.48,3,0.48,0,1
282.07,3,7,1,2,0.36,14,0.49,2,1
10.84,1,5,5,2,1.19,14,0.7,3,1
6.94,2,5,2,3,1.46,3,0.24,1,1
10.46,2,2,0,2,0.56,10,0.21,1,1
785.59,0,6,7,1,0.42,20,0.28,1,0
1761.22,0,0,7,2,-1.52,18,0.37,0,0
67.27,1,7,3,1,2.37,7,0.77,3,1
423.54,3,0,5,1,0.68,8,0.67,0,1
7.39,2,0,1,0,-0.3,6,0.92,0,1
25.25,2,0,7,3,0.19,19,0.49,0,1
592.91,1,7,7,0,-1.17,5,0.56,3,1
239.0,3,6,0,2,-1.88,19,0.53,2,1
288.07,0,3,2,3,1.51,15,0.25,3,0
2067.96,0,2,4,0,0.88,12,0.4,2,0
12.94,1,0,2,0,-0.43,12,0.02,2,1
6.68,2,6,0,0,-1.69,14,0.19,2,1
7.92,2,7,5,3,1.01,12,0.88,1,1
1654.59,0,0,4,0,-1.27,18,0.4,1,0
43.45,2,1,3,0,-1.32,14,0.78,1,1
31.87,2,0,7,0,0.4,7,0.7,3,1
13.91,2,2,3,3,-0.58,7,0.46,0,1
10.2,2,1,5,1,-1.91,6,0.84,1,1
1117.53,0,2,4,3,-0.14,3,0.12,2,0
0.01,3,4,5,0,-0.24,4,0.58,2,1
54.64,1,1,6,1,-0.56,2,0.37,2,1
828.47,3,6,2,2,-0.13,7,0.72,1,1
182.82,1,7,7,1,0.34,16,0.08,3,1
245.34,3,1,6,3,-2.46,5,0.68,1,1
29.76,2,3,0,3,-0.4,9,0.94,2,1
343.91,0,1,0,3,-0.66,15,0.72,0,0
250.52,3,3,2,3,-0.44,18,0.01,0,1
30.34,2,4,2,1,1.75,17,0.41,2,1
10.54,2,2,5,1,0.19,17,0.7,2,1
26.45,2,3,2,0,0.28,1,0.6,1,1
776.27,0,5,5,1,0.75,3,0.03,3,0
61.18,1,6,5,3,0.85,17,0.86,0,1
1405.37,0,2,6,0,1.66,12,0.65,1,0
132.6,1,6,6,2,-0.4,16,0.69,2,1
0.01,3,0,6,0,2.15,4,0.43,2,1
42.5,1,0,6,0,-0.65,9,0.4,0,1
36.79,2,5,2,2,-0.78,19,0.46,0,1
82.82,1,0,4,1,-0.74,18,0.83,1,1
2284.4,0,5,3,2,1.08,14,0.29,3,0
8.54,1,1,2,1,-0.39,20,0.19,0,1
461.54,1,2,1,3,-0.74,20,0.5,0,1
1102.0,0,6,5,1,0.63,4,0.0,3,0
129.61,1,3,1,3,0.73,9,0.94,2,1
13.67,2,6,3,3,0.28,4,0.74,2,1
88.31,1,3,4,1,0.96,10,0.89,0,1
0.01,3,2,4,3,1.32,13,0.94,0,1
1140.59,0,7,2,2,0.7,13,0.33,0,0
995.26,0,0,6,3,-1.29,19,1.0,3,0
2394.67,0,5,2,3,1.25,4,0.35,1,0
16.72,2,2,3,2,0.33,17,0.31,1,1
527.25,3,1,7,2,-1.67,9,0.02,2,1
198.34,3,2,6,0,0.55,8,0.54,1,1
27.92,2,0,0,2,-1.15,5,0.44,3,1
20.76,2,1,2,3,1.63,19,0.59,3,1
5.28,2,4,0,2,-1.53,17,0.26,1,1
24.86,2,6,7,2,0.93,7,0.58,2,1
1464.45,0,7,6,1,-1.37,19,0.22,3,0
14.53,1,0,6,1,-0.61,2,0.15,1,1
771.89,0,6,2,3,-0.42,2,0.03,2,0
1367.46,0,2,5,0,-0.56,1,0.45,1,0
848.09,0,5,0,3,0.93,18,0.11,1,0
10.4,2,3,5,3,0.22,6,0.74,2,1
134.49,1,1,3,2,-0.61,17,0.04,3,1
537.04,3,2,0,1,-1.33,2,0.64,1,1
18.55,2,1,5,2,-0.2,13,0.05,3,1
6.27,1,5,2,1,2.35,10,0.98,1,1
438.3,3,1,2,3,-1.91,8,0.3,0,1
312.87,3,7,3,3,1.04,17,0.05,3,1
478.96,0,7,6,1,-0.94,3,0.16,1,0
723.07,0,2,3,2,1.29,18,0.13,3,0
261.64,3,4,4,1,-0.6,6,0.67,0,1
22.7,2,1,4,1,0.47,11,0.62,2,1
6.07,1,7,5,0,1.57,7,0.64,3,1
207.07,0,2,0,3,-0.41,6,0.67,1,1
189.13,3,2,5,3,-0.92,5,0.31,3,1
55.74,2,3,3,2,0.22,10,0.36,3,1
699.65,3,0,1,1,1.39,1,0.17,1,1
518.59,3,4,7,3,0.38,17,0.31,1,1
11.49,2,1,1,2,-1.59,13,0.59,3,1
324.12,1,3,7,0,-4.09,5,0.23,2,1
115.49,0,7,1,0,0.51,11,0.11,1,1
208.82,1,7,3,2,-1.06,5,0.47,2,1
10.24,2,1,7,2,-0.27,16,0.07,1,1
32.92,2,3,3,3,-0.39,11,0.78,2,1
1121.26,0,2,0,3,-0.22,7,0.85,0,0
24.08,0,6,3,1,-0.27,4,0.12,2,1
44.66,2,1,7,1,0.51,2,0.86,3,1
1348.51,0,7,5,2,1.19,10,0.47,1,0
14.3,2,6,0,1,0.81,10,0.25,2,1
162.13,1,4,2,0,-0.58,20,0.22,2,1
1126.0,0,7,2,1,-0.07,1,0.55,1,0
117.48,1,7,3,0,0.59,18,0.3,2,1
106.47,3,0,7,0,-0.4,14,0.71,3,1
581.43,3,5,4,2,0.13,10,0.66,1,1
233.54,1,7,3,3,0.15,6,0.44,0,1
43.87,2,1,6,3,0.35,15,0.87,0,1
14.88,2,3,1,0,0.11,13,0.65,0,1
0.01,3,5,7,2,-0.61,15,0.25,0,1
65.99,1,1,1,3,0.48,17,0.96,3,1
381.47,3,1,7,2,-1.05,19,0.24,0,1
19.16,2,3,6,1,0.26,8,0.74,1,1
414.7,0,0,6,3,1.99,20,0.75,1,0
473.41,0,5,4,2,-2.62,3,0.49,1,0
43.45,2,6,0,2,-0.69,16,0.93,0,1
14.65,2,3,6,2,-0.86,9,0.35,3,1
387.76,3,5,0,3,-0.45,12,0.79,0,1
64.36,3,0,1,0,1.01,15,0.68,1,1
257.63,3,6,6,3,-0.11,6,0.83,3,1
16.05,2,4,1,2,-0.0,7,0.61,1,1
415.36,3,2,5,1,0.11,15,0.07,0,1
332.94,3,0,5,0,-0.63,9,0.62,2,1
11.9,1,2,5,0,0.13,7,0.02,0,1
9.56,1,7,7,3,-0.43,20,0.94,3,1
293.81,1,6,2,0,-1.01,13,0.67,2,1
138.73,1,5,1,1,-0.0,11,0.45,2,1
58.2,1,2,4,1,0.17,16,1.0,3,1
569.65,0,5,2,3,-2.33,4,0.1,3,0
742.9,0,3,1,1,-0.09,11,0.66,3,0
10.47,2,2,5,2,0.73,18,0.8,0,1
313.6,3,6,1,1,-0.45,8,0.05,3,1
606.06,0,1,6,1,-0.31,13,0.26,1,0
446.66,3,2,6,1,0.18,1,0.26,1,1
1545.44,0,1,4,1,-0.19,19,0.4,1,0
25.86,2,3,7,2,-0.77,3,0.78,3,1
107.87,1,3,6,3,-0.88,6,0.15,1,1
1.82,1,3,7,2,-0.53,8,0.2,1,1
59.53,2,7,1,2,0.62,9,0.72,2,1
282.98,1,4,5,0,1.3,3,0.59,0,1
76.44,1,1,2,2,1.08,16,0.87,3,1
227.12,1,3,1,2,-0.52,19,0.74,0,1
22.88,2,3,1,3,-0.48,14,0.79,3,1
1371.28,0,7,2,3,1.37,10,0.15,1,0
891.25,0,7,7,0,1.56,16,0.79,0,0
277.59,3,7,3,1,0.71,9,0.06,3,1
169.25,1,4,7,1,-1.5,16,0.58,0,1
1692.9,0,5,2,2,-0.36,4,0.6,3,0
355.11,1,0,5,3,-0.39,20,0.18,2,1
702.58,0,7,2,0,0.75,11,0.47,3,0
59.68,0,1,5,1,-1.55,18,0.17,0,1
27.65,2,3,7,3,1.32,4,0.45,3,1
15.69,2,0,0,3,-0.19,9,0.46,0,1
229.35,3,1,7,2,-1.92,20,0.19,3,1
32.3,2,3,4,1,0.31,5,0.2,1,1
29.7,1,5,1,0,0.26,3,0.0,2,1
1594.44,0,0,4,0,1.7,12,0.04,2,0
317.5,0,4,3,1,-1.63,15,0.96,2,0
22.64,2,3,4,0,-1.29,12,0.55,2,1
13.17,2,2,7,1,0.11,20,0.25,1,1
148.17,3,5,1,0,-1.82,2,0.41,0,1
771.36,1,6,6,1,-0.22,20,0.78,2,0
27.51,2,0,3,0,0.23,2,0.15,3,1
1246.72,0,6,0,0,-0.74,10,0.45,1,0
346.1,3,3,1,3,-1.46,13,0.36,2,1
33.93,2,2,3,0,-1.73,3,0.61,2,1
40.26,3,2,6,1,-0.37,8,0.94,1,1
615.59,3,2,3,1,0.06,14,0.44,3,1
1118.64,0,2,5,3,0.1,9,0.93,0,0
9.73,2,6,1,3,-0.54,15,0.7,0,1
7.47,1,0,1,0,-1.78,17,0.79,1,1
195.19,1,0,7,1,0.29,5,0.57,1,1
152.38,0,1,7,0,1.88,2,0.27,2,1
26.92,2,3,6,3,-0.94,6,0.42,1,1
712.17,0,5,7,0,0.37,20,0.63,1,0
0.01,0,6,5,1,0.3,19,0.43,3,1
297.49,3,7,3,2,0.76,8,0.68,1,1
357.33,1,5,6,1,-1.52,3,0.32,3,1
17.19,2,7,2,3,-0.19,7,0.04,0,1
663.51,0,3,6,2,0.17,1,0.12,3,0
690.38,0,6,2,0,-0.37,1,0.37,2,0
219.95,3,5,6,0,0.26,9,0.76,0,1
2683.75,0,7,2,1,0.72,2,0.88,1,0
1500.11,0,7,4,3,-0.47,17,0.37,1,0
15.44,2,0,1,3,-0.47,16,0.13,1,1
616.32,3,6,1,2,-0.42,20,0.81,2,1
17.17,2,0,7,0,-0.78,7,0.69,3,1
159.7,1,3,7,2,0.53,13,0.94,0,1
144.86,1,0,2,2,-0.39,13,0.44,1,1
78.19,1,2,0,3,-0.08,4,0.6,3,1
448.02,3,6,7,0,-1.16,1,0.61,3,1
75.42,1,5,2,0,-0.26,19,0.09,2,1
6.04,2,7,2,1,1.38,18,0.19,0,1
1551.21,0,0,7,2,0.66,14,0.31,0,0
1690.46,0,0,1,1,-1.25,20,0.94,1,0
1008.86,0,3,7,0,-0.96,9,0.53,2,0
10.1,2,7,1,1,-0.78,4,0.98,1,1
1377.04,0,1,3,2,-1.2,17,0.42,0,0
528.39,3,0,5,1,1.56,2,0.39,3,1
2056.14,0,6,6,1,0.67,9,0.39,2,0
45.12,1,6,4,2,-0.66,14,0.59,0,1
311.38,3,7,7,3,0.12,20,0.69,0,1
649.49,0,7,6,2,0.18,8,0.48,0,0
33.62,1,7,0,3,-0.53,11,0.91,1,1
2012.62,0,4,7,2,1.48,11,0.35,2,0
64.04,1,3,7,3,-2.57,20,0.15,3,1
146.74,1,0,2,0,0.24,13,0.76,3,1
262.68,3,6,0,2,-1.01,1,0.55,0,1
918.18,0,3,0,3,-0.31,3,0.66,2,0
53.61,2,3,6,0,-0.18,15,0.18,1,1
11.31,2,4,0,2,1.09,12,0.76,3,1
113.12,1,3,5,1,1.78,17,0.66,0,1
614.26,0,3,0,1,1.13,13,0.29,2,0
3.23,1,5,7,3,0.52,5,0.48,3,1
537.65,3,0,2,1,0.97,2,0.17,2,1
21.2,2,4,4,3,-1.57,9,0.82,1,1
1272.82,0,7,5,0,-0.88,7,0.27,2,0
1657.45,0,4,0,0,-0.82,2,0.06,0,0
25.06,2,4,2,0,0.26,10,0.49,0,1
415.13,3,1,4,0,1.04,20,0.81,1,1
212.44,3,5,1,3,-0.59,19,0.54,0,1
1572.53,0,1,3,3,-0.41,7,0.48,1,0
112.39,1,1,1,1,0.71,5,0.8,0,1
3.2,1,4,6,1,-0.02,10,0.67,1,1
41.31,1,3,7,3,-0.68,19,0.46,0,1
947.66,0,2,1,2,0.81,8,0.85,0,0
473.62,3,4,1,1,-0.57,3,0.7,2,1
7.84,2,2,7,1,1.1,19,0.65,3,1
47.87,1,3,5,3,-0.49,14,0.24,3,1
204.08,1,1,6,1,1.39,7,0.41,2,1
85.74,1,5,2,0,0.16,8,0.36,3,1
761.59,0,7,0,2,0.75,3,0.5,3,0
264.1,3,1,4,1,-1.15,8,0.87,2,1
29.8,2,4,2,2,-0.57,3,0.32,0,1
22.8,2,3,2,1,-0.77,8,0.24,1,1
395.35,3,4,1,3,-0.02,9,0.65,0,1
18.08,2,1,4,2,-0.22,14,0.04,1,1
334.52,0,5,6,0,-1.25,8,0.05,1,0
15.65,2,7,0,3,-1.16,6,0.36,2,1
36.8,2,4,0,1,1.58,10,0.69,0,1
532.07,3,3,5,3,0.86,10,0.21,3,1
10.61,1,5,0,2,-0.0,18,0.84,3,1
132.23,3,0,1,2,-0.98,20,0.32,3,1
1.56,1,1,5,2,2.21,7,0.73,2,1
21.27,2,2,7,2,0.71,6,0.86,3,1
272.79,0,4,2,1,0.74,7,0.12,2,0
8.17,1,2,5,0,-0.11,10,0.93,1,1
52.03,1,3,2,2,-1.44,18,0.99,1,1
1486.13,0,5,6,1,-0.83,1,0.22,1,0
16.58,2,2,2,3,-1.07,11,0.0,1,1
1328.63,0,2,7,1,-0.45,14,0.33,0,0
29.25,2,6,2,0,-0.01,1,0.77,2,1
93.87,1,5,5,0,0.53,9,0.27,3,1
22.46,1,0,2,3,-0.67,7,0.68,1,1
33.8,1,4,7,1,1.35,12,0.61,3,1
17.08,2,3,0,2,1.11,8,0.88,2,1
171.84,1,0,1,0,-0.41,16,0.23,1,1
20.36,2,6,4,1,0.15,18,0.75,3,1
75.98,1,7,0,0,0.23,14,0.42,2,1
481.56,3,5,4,0,0.61,17,0.25,3,1
4.95,2,7,7,3,2.25,13,0.06,3,1
25.61,2,0,4,0,0.69,2,0.47,2,1
620.89,3,6,3,1,-0.73,6,0.94,3,1
12.56,2,5,4,1,0.11,13,0.1,3,1
0.01,0,0,4,0,1.63,6,0.04,1,1
354.58,3,4,6,1,0.1,5,0.26,0,1
30.51,2,7,3,1,1.2,17,0.88,3,1
1331.59,0,0,4,1,0.23,8,0.85,0,0
80.06,1,6,5,3,-2.4,19,0.41,2,1
0.25,1,4,2,0,0.68,1,0.66,0,1
533.68,0,0,7,0,-0.85,9,0.29,2,0
1640.14,0,1,5,0,-0.39,13,0.46,2,0
2304.19,0,6,1,2,-1.42,11,0.83,1,0
1762.38,0,6,7,2,1.62,2,0.89,0,0
332.99,3,5,2,3,-0.34,13,0.02,0,1
239.92,3,5,7,2,1.64,5,0.06,3,1
1315.57,0,5,3,3,0.59,15,0.75,2,0
95.66,1,7,6,3,0.73,14,0.1,3,1
78.82,1,3,2,1,-0.42,5,0.95,0,1
1.52,1,5,7,0,0.36,5,0.74,2,1
4.55,3,3,3,1,-0.2,1,0.91,0,1
1048.18,0,7,0,2,1.4,12,0.12,2,0
29.85,2,7,7,3,-0.78,18,0.72,2,1
321.91,3,0,5,2,0.75,15,0.76,2,1
26.41,2,5,0,1,0.22,14,0.09,0,1
96.09,1,7,6,3,0.25,15,0.2,3,1
113.91,1,1,6,1,-0.2,2,0.74,3,1
46.43,1,3,6,1,0.89,2,0.69,1,1
176.93,3,7,2,0,1.4,19,0.89,3,1
13.65,2,0,0,1,-0.34,1,0.59,3,1
1237.98,0,1,1,0,0.29,10,0.16,2,0
17.66,2,0,1,3,0.01,17,0.52,3,1
560.97,3,1,5,3,1.77,14,0.59,3,1
33.56,1,7,4,2,0.13,15,0.47,2,1
1113.55,0,6,2,3,-1.83,13,0.64,2,0
5.23,1,1,1,3,-1.03,20,0.12,0,1
15.11,2,5,0,1,2.05,13,0.45,2,1
7.35,2,1,7,0,-1.02,2,0.14,2,1
220.47,1,4,2,0,1.72,7,0.27,1,1
227.26,3,6,0,1,-0.79,8,0.77,2,1
12.13,1,3,4,3,-1.26,10,0.63,3,1
1260.19,0,1,0,1,0.65,1,0.21,2,0
19.36,1,4,6,1,1.56,3,0.88,0,1
118.07,1,5,0,0,-1.04,15,0.3,0,1
7.53,2,1,0,3,0.11,18,0.11,0,1
973.81,0,5,1,0,-2.85,17,0.95,1,0
37.64,2,5,6,2,-1.47,4,0.87,0,1
1798.56,0,3,7,1,0.74,14,0.72,0,0
25.24,2,2,5,1,0.43,18,0.96,3,1
34.15,2,2,3,2,0.97,17,0.35,0,1
111.98,1,7,1,2,0.5,16,0.91,3,1
54.44,2,5,5,1,0.23,9,0.57,0,1
10.87,2,1,2,0,0.05,12,0.62,2,1
304.88,3,1,6,2,0.25,6,0.34,0,1
201.45,1,4,0,2,-0.49,2,0.48,1,1
1364.04,0,6,5,0,1.63,17,0.1,1,0
450.99,0,1,2,1,0.68,14,0.39,0,0
146.16,1,1,2,0,-0.41,19,0.26,2,1
1004.71,0,2,3,0,-0.09,5,0.19,1,0
2.82,1,2,3,1,-0.32,2,0.07,3,1
21.02,2,0,4,0,-1.03,8,0.61,2,1
13.04,2,0,4,1,0.47,4,0.64,3,1
44.99,3,2,3,3,-0.69,5,0.08,3,1
4.16,2,3,0,0,0.02,13,0.76,2,1
204.63,0,7,1,0,-0.32,10,0.49,2,1
45.99,1,6,5,2,-0.93,19,0.92,3,1
130.29,1,6,1,2,0.26,11,0.28,3,1
20.18,2,2,3,3,1.38,11,0.4,1,1
77.87,1,7,0,2,0.22,17,0.5,2,1
1202.39,0,3,0,0,-1.0,14,0.62,3,0
968.45,0,7,7,3,-0.2,15,0.22,0,0
879.91,0,6,7,1,-1.05,19,0.46,2,0
39.26,2,5,0,0,-0.05,3,0.06,3,1
127.72,1,1,5,0,-1.02,16,0.46,1,1
9.05,1,2,1,1,-0.35,9,0.32,2,1
102.23,1,6,1,2,1.94,16,0.3,0,1
660.84,0,4,0,0,-0.26,18,0.38,3,0
22.68,2,3,3,0,-0.89,10,0.5,2,1
36.2,2,0,5,1,-1.29,9,0.11,2,1
774.84,0,5,1,0,-0.25,3,0.93,3,0
514.17,3,3,0,3,0.75,13,0.27,1,1
1195.25,0,1,3,0,2.38,2,0.81,3,0
18.64,2,5,6,0,0.76,5,0.01,3,1
126.13,1,3,1,3,1.71,11,0.38,2,1
291.05,1,6,7,3,-1.19,6,0.52,1,1
387.87,1,4,2,2,0.46,11,0.51,2,1
18.76,2,6,2,0,-0.23,13,0.54,3,1
257.39,3,0,5,2,-1.83,4,0.94,0,1
66.96,1,7,5,1,-1.61,6,0.45,2,1
36.08,2,1,3,1,-1.63,6,0.82,3,1
28.16,2,7,5,2,1.0,16,0.32,3,1
21.52,2,1,4,2,-0.41,15,0.22,0,1
332.83,3,7,3,3,-1.32,20,0.85,0,1
1273.39,0,7,4,0,0.04,3,0.53,1,0
885.3,0,2,0,2,-0.86,5,0.5,2,0
28.63,2,4,0,3,-3.24,6,0.89,0,1
5.84,1,3,6,3,-1.32,6,0.89,3,1
472.13,3,4,4,0,-0.71,10,0.17,1,1
322.93,3,1,5,0,0.38,16,0.77,2,1
49.97,1,4,0,3,0.09,18,0.44,3,1
1293.51,0,5,4,1,0.58,16,0.61,2,0
2065.16,0,2,5,2,-0.26,6,0.51,1,0
422.82,3,0,4,1,0.38,14,0.28,0,1
30.31,1,5,5,3,1.75,16,0.09,1,1
327.82,3,7,4,0,-1.28,1,0.85,3,1
45.42,2,0,4,1,0.84,2,0.12,3,1
235.86,3,1,4,0,-0.89,18,0.98,1,1
796.48,0,5,0,0,0.44,7,0.9,1,0
10.41,2,1,3,0,1.03,1,0.62,1,1
153.43,1,2,6,0,-0.03,18,0.9,3,1
33.69,2,2,4,3,-0.29,7,0.05,3,1
1610.93,0,0,6,1,-1.4,20,0.84,0,0
349.91,3,6,3,0,0.58,10,0.92,2,1
8.45,2,5,3,2,1.82,18,0.57,0,1
10.58,2,4,0,0,-1.28,2,0.63,2,1
840.07,0,3,3,1,-0.2,14,0.17,0,0
168.93,1,0,4,2,-0.35,5,0.88,3,1
284.87,3,2,2,0,0.88,2,0.77,2,1
12.16,2,6,0,0,-0.96,15,0.77,1,1
396.83,3,6,6,0,-1.57,3,0.73,1,1
82.2,1,5,4,2,-0.56,15,0.53,1,1
976.51,0,7,3,3,-0.43,19,0.71,3,0
855.37,0,7,3,0,1.18,5,0.57,1,0
358.49,0,3,1,0,-0.09,8,0.44,0,0
84.25,1,4,4,2,0.69,3,0.35,2,1
39.97,2,0,6,0,-0.55,4,0.25,0,1
983.85,0,2,5,1,1.31,14,0.32,3,0
535.05,3,5,2,1,1.26,5,0.46,0,1
716.22,0,3,7,3,-0.79,6,0.04,3,0
439.41,3,5,5,3,-1.81,5,0.05,0,1
421.71,3,4,3,1,0.01,13,0.53,1,1
31.81,2,0,0,0,1.85,7,0.69,1,1
750.76,0,0,6,3,-1.41,10,0.12,3,0
330.68,3,7,6,3,-0.27,1,0.79,0,1
449.31,3,3,5,1,0.66,17,0.29,1,1
405.14,3,4,6,1,0.32,3,0.84,1,1
582.35,3,6,1,3,-0.96,18,0.97,2,1
789.27,0,0,2,1,-1.1,8,0.11,1,0
260.26,1,2,3,3,-1.7,13,0.55,2,1
67.57,1,7,7,1,-0.48,2,0.5,0,1
369.27,3,4,5,1,-1.37,14,0.09,3,1
556.56,3,5,5,3,-0.21,10,0.1,1,1
463.58,3,7,5,2,0.98,14,0.41,0,1
1242.95,0,4,6,1,0.08,12,0.19,1,0
107.96,1,0,7,0,-1.24,3,0.8,2,1
233.8,3,5,6,3,-0.08,2,0.1,1,1
901.03,0,5,1,2,2.48,8,0.38,0,0
100.64,1,5,1,2,-0.99,10,0.58,2,1
0.01,3,6,4,2,-0.17,9,0.16,2,1
356.3,0,0,3,3,0.09,9,0.52,2,0
9.52,2,5,3,3,1.13,9,0.77,1,1
85.32,3,4,6,0,-0.17,4,0.03,1,1
13.65,2,6,0,3,-0.08,4,0.69,1,1
23.15,2,5,3,3,0.98,9,0.68,2,1
49.05,1,1,5,0,1.08,17,0.74,1,1
102.7,1,1,1,2,0.75,18,0.82,2,1
60.69,1,3,5,3,1.11,4,0.63,3,1
1160.03,0,2,2,0,0.51,18,0.85,2,0
344.95,3,4,3,3,-2.15,6,0.92,2,1
17.89,2,1,3,3,-0.46,10,0.78,1,1
409.67,3,4,7,1,0.02,12,0.49,3,1
0.01,0,4,4,0,-0.26,8,0.31,0,1
121.36,1,7,7,1,-1.0,18,0.97,1,1
87.56,1,2,7,3,-0.8,12,0.61,2,1
37.37,1,6,7,1,-1.09,15,0.62,3,1
168.12,3,5,3,0,0.48,8,0.94,1,1
891.07,0,7,7,2,0.18,17,0.85,0,0
21.65,1,5,0,0,-0.32,6,0.53,0,1
627.29,3,2,5,0,0.42,4,0.79,3,1
298.77,3,0,6,2,-1.07,2,0.89,1,1
